1,16,14,0,30
1,15,10,0,25
1,17,15,0,32
1,20,10,0,30
1,30,9,1,40
1,24,9,0,33
1,35,12,0,47
1,16,10,0,26
1,10,9,0,19
1,5,14,0,19
1,23,15,1,39
1,11,16,0,27
1,11,12,0,23
1,43,11,0,54
1,12,12,1,25
1,22,6,0,28
1,16,13,0,29
1,30,10,0,40
1,5,16,0,21
1,23,9,0,32
1,16,14,0,30
1,24,12,0,36
1,27,11,0,38
1,13,11,0,24
1,24,5,0,29
1,13,10,0,23
1,14,14,0,28
1,55,4,0,59
1,18,5,0,23
1,22,15,0,37
1,20,13,0,33
1,12,12,0,24
1,14,8,0,22
1,24,11,0,35
1,20,12,0,32
1,9,17,0,26
1,11,9,0,20
1,27,12,0,39
1,15,11,0,26
1,38,9,0,47
1,29,12,0,41
1,49,13,0,62
1,12,13,0,25
1,12,7,0,19
1,16,9,0,25
1,9,12,0,21
1,42,12,0,54
1,18,12,0,30
1,19,12,0,31
1,20,10,0,30
1,18,12,0,30
1,37,7,0,44
1,9,14,0,23
1,9,12,0,21
1,23,11,0,34
1,14,9,0,23
1,20,11,0,31
1,18,11,0,29
1,54,15,1,70
1,29,12,0,41
1,49,10,1,60
1,9,12,0,21
1,13,7,0,20
1,24,13,0,37
1,10,6,0,16
1,13,6,0,19
1,28,12,0,40
1,8,10,0,18
1,23,12,0,35
1,33,9,0,42
1,15,10,0,25
1,15,14,0,29
1,10,12,0,22
1,39,13,0,52
1,27,5,0,32
1,19,12,0,31
1,7,8,0,15
1,10,12,0,22
1,36,9,1,46
1,16,12,0,28
1,36,13,0,49
1,14,10,0,24
1,10,9,0,19
1,31,14,0,45
1,13,11,1,25
1,23,12,0,35
1,20,10,0,30
1,30,12,0,42
1,16,9,0,25
1,17,12,0,29
1,17,13,0,30
1,12,15,0,27
1,25,6,0,31
1,29,12,0,41
1,24,11,0,35
1,14,11,0,25
1,29,13,0,42
1,19,14,1,34
1,19,8,0,27
1,5,5,0,10
