1,12,10,0,22
1,31,6,0,37
1,9,7,0,16
1,143,19,0,162
1,7,10,0,17
1,11,11,0,22
1,14,10,0,24
1,5,13,0,18
1,10,12,0,22
1,36,13,0,49
1,5,9,1,15
1,4,6,0,10
1,33,11,0,44
1,5,10,0,15
1,6,14,0,20
1,20,12,0,32
1,19,11,1,31
1,8,14,0,22
1,9,4,0,13
1,14,13,0,27
1,8,17,0,25
1,10,7,0,17
1,49,12,0,61
1,7,11,0,18
1,10,5,0,15
1,8,13,0,21
1,15,8,0,23
1,9,6,0,15
1,11,12,0,23
1,8,13,1,22
1,4,13,0,17
1,34,7,0,41
1,11,11,0,22
1,31,5,0,36
1,32,11,0,43
1,9,13,0,22
1,4,9,0,13
1,9,12,0,21
1,14,11,0,25
1,12,12,0,24
1,6,12,0,18
1,31,6,0,37
1,4,14,0,18
1,15,12,0,27
1,4,11,0,15
1,6,12,0,18
1,5,17,0,22
1,6,13,0,19
1,6,12,0,18
1,41,12,1,54
1,5,14,0,19
1,4,8,0,12
1,15,13,0,28
1,5,13,0,18
1,9,13,0,22
1,6,13,0,19
1,34,12,0,46
1,11,11,0,22
1,7,4,0,11
1,5,13,1,19
1,6,13,0,19
1,9,12,0,21
1,5,13,0,18
1,15,11,0,26
1,4,13,0,17
1,5,13,0,18
1,5,9,0,14
1,5,5,0,10
1,9,12,0,21
1,24,9,0,33
1,8,11,0,19
1,5,7,0,12
1,8,13,0,21
1,7,13,0,20
1,4,49,0,53
1,12,10,1,23
1,4,7,0,11
1,9,12,0,21
1,15,10,0,25
1,11,11,0,22
1,3,10,0,13
1,5,15,0,20
1,6,12,0,18
1,9,10,0,19
1,7,8,0,15
1,21,12,0,33
1,8,11,0,19
1,11,12,0,23
1,10,10,0,20
1,7,12,0,19
1,18,10,0,28
1,5,11,0,16
1,16,10,0,26
1,6,14,0,20
1,5,6,0,11
1,4,13,0,17
1,4,11,0,15
1,8,13,0,21
1,7,11,0,18
1,7,7,0,14
