1.0000,3.0000,3.0000,0.0000,0.0000,0.0000,0.0000,3.0000,0.0000,0.0000,0.0000,0.0000,2.0000,0.0000,0.1000,0.0000,0.0000,0.0000,0.0000
2.0000,0.0000,3.0000,4.0000,0.4000,0.0000,0.0000,2.5500,0.0000,0.0000,0.0000,0.0000,3.7000,0.0000,0.0850,0.0000,0.0000,0.0000,2.0000
3.0000,2.0000,0.0000,0.0000,0.3400,0.0000,1.6000,2.1675,0.0000,0.2000,0.0000,0.0000,3.1450,0.0000,0.1723,0.0000,0.0000,0.0000,1.7000
4.0000,1.0000,4.0000,1.0000,0.2890,0.8000,1.3600,1.8424,0.0000,0.1700,0.0000,0.0000,2.6732,3.6000,0.1464,0.3000,0.0000,0.0000,1.4450
5.0000,3.0000,4.0000,4.0000,0.2457,0.6800,1.1560,4.5660,0.0000,0.1445,0.0000,0.0000,2.2723,6.6600,0.1245,0.2550,0.0000,0.0000,3.2283
6.0000,2.0000,0.0000,0.0000,0.2088,0.5780,2.5826,3.8811,0.0000,0.3228,0.0000,0.0000,1.9314,5.6610,0.2058,0.2167,0.0000,0.0000,2.7440
7.0000,0.0000,4.0000,0.0000,0.5775,0.4913,2.1952,3.2989,0.0000,0.2744,0.0000,0.0000,1.6417,8.4118,0.2749,0.1842,0.0000,0.0000,2.3324
8.0000,0.0000,1.0000,4.0000,0.8909,0.4176,1.8659,2.8041,0.0000,0.2332,0.6000,0.0000,1.3955,7.1501,0.2337,0.1566,0.0000,0.0000,3.9825
9.0000,1.0000,3.0000,0.0000,0.7572,1.1550,1.5860,2.3835,0.0000,0.1983,0.5100,0.0000,3.1861,6.0776,0.2986,0.1331,0.0000,0.0000,3.3852
10.0000,4.0000,1.0000,2.0000,0.6436,0.9817,1.3481,2.0260,5.0000,0.1685,1.0335,0.0000,2.7082,5.1659,0.2538,0.1131,0.6000,0.0000,2.8774
11.0000,0.0000,1.0000,2.0000,0.9471,0.8345,1.1459,1.7221,4.2500,0.1432,1.4785,0.0000,2.3020,4.3910,0.2158,0.0962,1.1100,0.0000,2.4458
12.0000,1.0000,4.0000,4.0000,0.8050,1.5093,0.9740,1.4638,3.6125,0.1218,1.2567,0.0000,1.9567,7.3324,0.1834,0.0817,0.9435,0.0000,4.0789
13.0000,2.0000,4.0000,0.0000,0.6843,1.2829,2.4279,1.2442,3.0706,0.1035,1.0682,0.0000,1.6632,9.8325,0.2559,0.0695,0.8020,0.0000,3.4671
14.0000,1.0000,4.0000,1.0000,0.5816,1.8905,2.0637,1.0576,2.6100,0.0880,0.9080,0.0000,1.4137,11.9576,0.2175,0.3591,0.6817,0.0000,2.9470
15.0000,0.0000,4.0000,3.0000,0.8944,1.6069,1.7542,0.8989,2.2185,0.0748,0.7718,0.0000,1.2016,13.7640,0.1849,0.3052,0.5794,1.2000,2.5050
16.0000,2.0000,1.0000,3.0000,0.7602,1.3659,3.0910,0.7641,1.8857,0.0636,1.2560,0.0000,1.0214,11.6994,0.1571,0.2594,0.4925,2.2200,2.1292
17.0000,4.0000,3.0000,0.0000,0.6462,1.1610,2.6274,0.6495,6.6029,0.0540,1.0676,0.0000,2.8682,9.9445,0.2336,0.2205,0.4186,1.8870,1.8098
18.0000,0.0000,2.0000,2.0000,0.9493,0.9868,2.2333,0.5521,5.6125,0.0459,0.9075,1.2000,2.4380,8.4528,0.1985,0.1874,0.9558,1.6039,1.5384
19.0000,4.0000,3.0000,1.0000,0.8069,0.8388,1.8983,0.4692,9.7706,0.0390,0.7713,1.0200,4.0723,7.1849,0.1688,0.4593,0.8125,1.3634,1.3076
20.0000,0.0000,0.0000,0.0000,1.0858,0.7130,1.6135,0.3989,8.3050,0.2332,0.6556,0.8670,3.4614,6.1072,0.2434,0.3904,0.6906,1.1589,1.1115
21.0000,3.0000,0.0000,1.0000,0.9230,0.6060,1.3715,3.3390,7.0592,0.3982,0.5573,0.7369,2.9422,5.1911,0.2069,0.6319,0.5870,0.9850,0.9447
22.0000,3.0000,1.0000,0.0000,0.7845,0.5151,1.1658,5.8382,6.0004,0.3385,1.0737,0.6264,2.5009,4.4124,0.2759,0.5371,0.4990,0.8373,0.8030
23.0000,1.0000,3.0000,0.0000,0.6668,1.2379,0.9909,4.9625,5.1003,0.2877,0.9126,0.5324,4.1257,3.7506,0.3345,0.4565,0.4241,0.7117,0.6826
